,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
1340,2.753034830093384,0.1893229701289318,0.0284121990203857,0.00536927196797,128,10,0.0002,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9825065899832256,0.932486388384755,0.8621955288621955,0.9269005847953216,0.7927092987333951,0.8993596781517784,0.0656121434480202,1,0.8744258770643994,0.911693807120684,0.9148869346733668,0.9006545114539505,0.9241398759165256,0.9051602012457852,0.0171021947298798,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,384.0,4.0,16.0,,,,,,,
977,2.6412709236145018,0.5231082532625414,0.0213798522949218,0.0025585515149902,128,10,0.0001,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.9644249512670564,0.9538690476190476,0.8621955288621955,0.906832298136646,0.776829268292683,0.8928302188355257,0.0684723408575558,1,0.8910345359235277,0.9808393508257668,0.9148869346733668,0.9113899613899614,0.9211021203912976,0.923850580640784,0.0302250913413604,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
1332,2.65806827545166,0.4102722521072209,0.0261378765106201,0.0020604975662645,128,10,0.0002,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9644249512670564,0.9289805269186712,0.8659526127880558,0.9103085386271228,0.7866454689984101,0.8912624197198633,0.061193886922902,2,0.8732066386438537,0.9131043191863342,0.910553287587944,0.9151680006262108,0.9146573604060914,0.9053379212900868,0.0161457035250074,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
961,3.050260591506958,0.2541362399600692,0.0212093353271484,0.0013684645384571,128,10,0.0001,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.9825065899832256,0.9289805269186712,0.8276533592989289,0.8903508771929824,0.8088972431077694,0.8876777193003156,0.0640544606221525,2,0.9100140056022408,0.9284684780867988,0.928105268743036,0.9068788560226028,0.93362239142696,0.9214177999763276,0.0108149319943865,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,32.0,,,,,,,
1124,3.147040033340454,0.4014068307277305,0.0250021934509277,0.0036275771753585,64,10,0.0001,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9456979915695513,0.9289805269186712,0.831802343997466,0.9103085386271228,0.819704433497537,0.8872987669220697,0.0516258365903998,3,0.901681264471962,0.911693807120684,0.9148869346733668,0.9151680006262108,0.9425949637217244,0.9172049941227896,0.0136053861598644,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,16.0,,,,,,,
1328,2.472894382476807,0.1853592061532137,0.0276692867279052,0.0024690358072781,128,10,0.0002,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.965566037735849,0.9289805269186712,0.8447368421052632,0.9103085386271228,0.7866454689984101,0.8872474828770633,0.0637733095702654,4,0.9036370453693288,0.9023984183965454,0.905429927414852,0.8952075301853193,0.9146573604060914,0.9042660563544274,0.0062493906656078,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
785,5.355563449859619,0.2019093371521257,0.0209228038787841,0.0025327255173025,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.9456979915695513,0.9289805269186712,0.8447368421052632,0.9239350912778904,0.7927092987333951,0.8872119501209541,0.0587344976460839,3,0.9045636665689436,0.9189309418317052,0.928105268743036,0.9258275320444452,0.9425949637217244,0.9240044745819708,0.0124050964404603,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
1188,2.2182165145874024,0.152111386561597,0.0263139724731445,0.0035929892007142,64,10,0.0002,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9825065899832256,0.9077380952380952,0.8621955288621955,0.9269005847953216,0.7550200803212852,0.8868721758400244,0.0763904618170144,5,0.8900171179582944,0.9296993861812076,0.9287554550712444,0.90975935828877,0.9197508116170924,0.915596425823322,0.0146811771407066,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
1140,2.649929475784302,0.205941899541915,0.0255519866943359,0.0028218969833524,64,10,0.0001,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9456979915695513,0.9538690476190476,0.8621955288621955,0.9007936507936508,0.7706766917293233,0.8866465821147538,0.0667127242142722,6,0.8692750615475391,0.907426597582038,0.914119718309859,0.916681081704434,0.9146573604060914,0.9044319639099924,0.017851766411812,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
1136,3.015567684173584,0.6559579456436035,0.0252168178558349,0.0028830044359587,64,10,0.0001,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9456979915695513,0.9538690476190476,0.8621955288621955,0.8977272727272727,0.7706766917293233,0.8860333065014782,0.0665938427751447,7,0.89806441377122,0.9152792413066386,0.9287554550712444,0.9368342828833292,0.911077474468048,0.918002173500096,0.0135879467749285,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
