,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
11,36.58314728736877,18.11007859961101,0.0368480205535888,0.0020499829511783,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8466386554621849,0.684697179842811,0.6953528399311532,0.674317617866005,0.5795739348370927,0.6961160455878493,0.0858431873715615,1,0.5625584350202575,0.6816345925397957,0.7874509803921568,0.684218347533188,0.792726151949453,0.7017177014869702,0.0845075064887777,enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
8,36.90558791160584,18.705667399423437,0.040641975402832,0.0045078706646481,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6398026315789473,0.8154761904761905,0.7201897018970189,0.4274809160305343,0.7621410847217298,0.6730181049408841,0.1355390349880417,1,0.8188865398167724,0.7907167209492791,0.8508870126173986,0.4919540229885057,0.8211171863455002,0.7547122965434913,0.1327522111300604,raw,6400,3,RNN,b296446b5e,,,,,,,,,,,
0,58.45918221473694,11.665547772542192,0.0492072105407714,0.002737130033364,128,10,0.001,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.591217211906867,0.7524500907441016,0.665331998665332,0.6048009367681498,0.7227272727272727,0.6673055021623446,0.0632792492725378,1,0.7815333549222798,0.7765820386510042,0.7900351630013708,0.6920289855072463,0.7474759085771213,0.7575310901318045,0.035741277240769,raw,6400,3,LSTM,b296446b5e,,,,,,,,,,,
10,30.603208160400392,10.373655742709566,0.0329787254333496,0.0019643591182958,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7787878787878788,0.6242424242424243,0.6998546511627908,0.5738636363636364,0.5538950715421304,0.6461287324197721,0.0832985309023207,1,0.575107695890092,0.6886273165342933,0.7804059268405619,0.6142382984488247,0.7455863808322825,0.6807931237092109,0.0771766878173364,enmo_ai,6400,3,RNN,b296446b5e,,,,,,,,,,,
7,47.78901515007019,14.766620882038143,0.043229866027832,0.0049744959478376,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8238133547868061,0.759793370641412,0.4670967741935484,0.6612466124661247,0.5106951871657754,0.6445290598507334,0.1379144066365872,1,0.5470845145965826,0.7639399509803921,0.6681276184337738,0.6980390299355816,0.6800339847068819,0.6714450197306425,0.0704455312899298,enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
20,24.097702407836916,26.567659068512672,0.1464457988739013,0.002852879017417,128,10,0.001,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.4621197808426223,0.6794557823129252,0.6136904761904762,0.7482658312821661,0.6995073891625616,0.6406078519581502,0.0991474602162187,1,0.7192837283198729,0.6326873480215165,0.7444453635536438,0.6582175395734717,0.6218241372813311,0.6752916233499672,0.0483383197130595,raw,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,700.0,0.9
21,41.31838798522949,21.46110628377848,0.1708438873291015,0.0051403152708108,128,10,0.001,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 400, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.4592592592592592,0.6964504283965729,0.5718432510885341,0.7747747747747747,0.6847545219638242,0.637416447096593,0.1101208809224,1,0.7148668639053255,0.7123127453336537,0.7223404423007204,0.680689048328144,0.6407084785133565,0.69418351567624,0.0303016917925512,raw_enmo_ai_jerk,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,400.0,0.9
6,46.094826793670656,8.236702792003399,0.0401997089385986,0.0042335397811619,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8156565656565656,0.5996556177356867,0.424645390070922,0.75,0.5665374677002584,0.6312990082326865,0.1385487016319316,1,0.5808932700498965,0.6465284749699797,0.6889654041646172,0.6987360959407949,0.6743341404358354,0.6578914771122247,0.0423369217477606,enmo_ai,6400,3,GRU,b296446b5e,,,,,,,,,,,
23,18.92451605796814,9.45504645785138,0.1427660942077636,0.0058968948945994,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.6323260073260073,0.6921985815602837,0.5194235588972431,0.6349206349206349,0.6445221445221445,0.6246781854452628,0.0569117210492048,1,0.636318687876153,0.6646814473750062,0.6573394420086376,0.6457119142563288,0.6168990719439097,0.6441901126920071,0.016744406662017,enmo_ai_jerk,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,700.0,0.9
3,239.6886990070343,38.05287565134152,0.0939094543457031,0.0035752729254128,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.728489957847756,0.6131907308377897,0.5437525437525437,0.6612466124661247,0.5665374677002584,0.6226434625208945,0.0665653026942322,1,0.6819912430991814,0.6489531064224251,0.7254305977710234,0.6411106605281363,0.7069007263922518,0.6808772668426036,0.0324468663607221,enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
18,29.693582010269164,10.70303633381342,0.0293109416961669,0.0027492775372697,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.6724358974358975,0.5450733752620545,0.6546822742474916,0.4318181818181818,0.7881944444444444,0.6184408346416139,0.121042137650178,1,0.6300110741971208,0.7983685752752039,0.6437482947639953,0.4941730721547235,0.8594566353187043,0.6851515303419495,0.1299444790640444,enmo_ai,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,5.0,,,,,
22,30.55207271575928,19.174243483097044,0.1400875568389892,0.0040576528859795,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.95, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.6326383896477354,0.6482269503546099,0.5078411745078412,0.6693121693121693,0.5812356979405034,0.6078508763525718,0.0578488493998274,1,0.667104519000967,0.6792553191489361,0.6758662548869093,0.5941176470588235,0.5787582903463522,0.6390204060883976,0.0433888523999736,enmo_ai,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.95,700.0,0.9
19,20.905882549285888,8.948052640758036,0.0296097755432128,0.0016383501677716,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 3, 'model__optimizer__weight_decay': 0.0001}",0.6380165289256199,0.4976851851851852,0.6546822742474916,0.4318181818181818,0.8130745658835546,0.6070553472120066,0.1329215813109502,1,0.5616913667372383,0.7701207138224648,0.7219372050071824,0.5075862068965518,0.8775870542621549,0.6877845093451185,0.1358981766351417,enmo_ai_jerk,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,3.0,,,,,
2,95.5374153137207,2.541220567493587,0.0448963642120361,0.00217041929019,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7725856697819314,0.5996556177356867,0.4670967741935484,0.592,0.5926868044515103,0.6048049732325353,0.0974179074229025,1,0.6488145182556997,0.6479474548440065,0.677857025741925,0.6268292682926829,0.6925835435056746,0.6588063621279978,0.0234269635568706,enmo_ai,6400,3,LSTM,b296446b5e,,,,,,,,,,,
