,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__hidden_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,3.329567384719849,0.057215961249012105,0.10828781127929688,0.015226793504137514,0.001,16,"{'lr': 0.001, 'module__hidden_size': 16}",1.0,0.0,1.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.0,1.0,0.0,0.918918918918919,0.5837837837837838,0.4775760564564678
