,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__channels,param_module__kernel_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.16818456649780272,0.012727253103588103,0.009032201766967774,0.00605993530668161,0.001,16,5,"{'lr': 0.001, 'module__channels': 16, 'module__kernel_size': 5}",0.0,0.0,0.0,1.0,0.0,0.2,0.4,1,0.0,0.0,0.0,1.0,0.0,0.2,0.4
