,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__channels,param_model__module__dropout,param_model__module__kernel_size,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,22.084824514389037,6.907671202161746,0.031128835678100587,0.0010195271147338315,48,10,0.001,500,256,0.1,3,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 3, 'model__optimizer__weight_decay': 0.0001}",0.7558962264150944,0.4925,0.6838070903864579,0.7896440129449838,0.6961524631427544,0.6835999585778582,0.10310081886455438,2,0.5697429906542056,0.7209057398630858,0.7553778793070627,0.8768360752056404,0.702813888431792,0.7251353146923573,0.09858056928046552
1,29.4077507019043,5.132649501282002,0.029270076751708986,0.0022074603712850397,48,10,0.001,500,256,0.1,5,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.7599678886807599,0.5519904931669638,0.6699999999999999,0.7896440129449838,0.6933962264150944,0.6929997242415604,0.08274974485127641,1,0.7086784758506435,0.7682408795602199,0.7666084526720223,0.8627659574468085,0.7270739791720539,0.7666735489403497,0.05323113029775488
2,30.919404792785645,4.376095357328179,0.0270784854888916,0.0025970809054242597,48,10,0.0003,500,256,0.1,3,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 3, 'model__optimizer__weight_decay': 0.0001}",0.4051724137931034,0.42574257425742573,0.3944954128440367,0.6308431629532547,0.6780952380952381,0.5068697603886118,0.12185198675402663,3,0.45150997518290525,0.5025776602775942,0.5213290074501321,0.771969696969697,0.5722969239270583,0.5639366527614774,0.11096642451252715
3,38.109357833862305,5.627031716556942,0.028714752197265624,0.0018001954653162758,48,10,0.0003,500,256,0.1,5,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.4051724137931034,0.42574257425742573,0.3944954128440367,0.6308431629532547,0.5740498034076016,0.4860606734510844,0.09723110289184268,4,0.48008187686978426,0.5393217612412755,0.4948402948402948,0.748238100401171,0.43056689342403626,0.5386097853553123,0.11041656419861644
