,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
15,10.982198905944824,1.6361964199095922,0.0259906768798828,0.001485594805443,128,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",1.0,0.857097288676236,0.7971766061653702,0.7818181818181817,0.9842070629524018,0.8840598279224379,0.0918701465429551,1,0.8836734693877552,0.9272262652074884,0.9251642387889174,0.925045045045045,0.8921260511339506,0.9106470139126314,0.0187804305519409,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,16.0,,,,,,,
14,3.172684907913208,0.2322521728978157,0.0225753784179687,0.0013348913720009,128,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9798319327731092,0.8693877551020408,0.7681159420289855,0.7818181818181817,1.0,0.8798307623444636,0.0965780546352198,1,0.8825866254689914,0.9251642387889174,0.8897053195560658,0.9305444248544104,0.8701192448507905,0.899623970703835,0.0239481080657383,enmo_ai,6400,3,Transformer,b24ce2b4c8,128.0,128.0,4.0,16.0,,,,,,,
13,4.597231721878051,0.4540648583580474,0.0384257316589355,0.0028201803477217,128,10,0.0001,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8295454545454546,0.8693877551020408,0.7837173579109062,0.8363636363636364,0.9842070629524018,0.8606442533748879,0.0675553811771478,1,0.9224489795918368,0.9702092177077016,0.9143510951291272,0.966528735632184,0.878574532811821,0.9304225121745342,0.0343415839507958,raw_enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
9,74.54792876243592,8.510080729581594,0.0538982391357421,0.0029934010794815,128,10,0.0003,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7781512605042017,0.75,0.816267942583732,0.8563134978229319,0.9327731092436976,0.8267011620309125,0.0639955649709412,1,0.8488636363636364,0.8852518328096735,0.8337403611330115,0.8541941786211762,0.7776069361693041,0.8399313890193604,0.0353831063773218,raw_enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
17,37.88409252166748,7.27994680412473,0.0510558605194091,0.0033572593322309,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.7204968944099379,0.7435897435897436,0.7658796142334552,0.7642857142857142,1.0,0.7988503933037702,0.1019175782462425,1,0.877841561423651,0.9012673793609552,0.8817387891276617,0.8680099968759762,0.7688106796116505,0.859533681279979,0.0466314439047105,raw_enmo_ai_jerk,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,5.0,,,,,
19,36.64394307136536,6.892505615642215,0.0326313495635986,0.0016725672556465,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.860248447204969,0.6923076923076923,0.6807449285001663,0.7451737451737452,0.9838383838383838,0.7924626394049913,0.1148631282631824,1,0.8058596600980086,0.8140602822075644,0.8687484344994573,0.837550765385817,0.7669274606394282,0.8186293205660551,0.0338436679909248,enmo_ai_jerk,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,5.0,,,,,
1,59.705956268310544,13.780635298363038,0.0792527675628662,0.0042965700048446,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7499052671466464,0.7596996245306633,0.782312925170068,0.7233348858872846,0.8961538461538461,0.7822813097777017,0.0599996284568201,1,0.8483734643734644,0.8567746973838344,0.8098387096774193,0.7928930854267451,0.7572890204395553,0.8130337954602037,0.0365663654631014,raw_enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
18,30.174780225753786,5.625599513249615,0.0304186344146728,0.0027346290330411,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 3, 'model__optimizer__weight_decay': 0.0001}",0.8327359617682197,0.6768932038834952,0.6656217345872518,0.7451737451737452,0.9672727272727272,0.7775394745370878,0.1120251330242272,1,0.778006034538101,0.7625290151431414,0.8449966193373901,0.8176754623229349,0.7431229773462784,0.7892660217375692,0.0371048007736623,enmo_ai,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,3.0,,,,,
12,1.9206530570983888,0.3205408119080224,0.0311493873596191,0.0019354325551554,128,10,0.0002,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.6447230929989551,0.875,0.7387755102040816,0.710410849621061,0.8690909090909091,0.7676000723830014,0.0905928794500719,1,0.8746867167919798,0.8611716220194289,0.7593721299156717,0.8533834586466165,0.7722287369800649,0.8241685328707524,0.0483138564687535,raw,6400,3,Transformer,b24ce2b4c8,128.0,128.0,4.0,32.0,,,,,,,
5,22.3758496761322,4.545851337171476,0.0616843223571777,0.0028227135387607,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6974789915966386,0.7658796142334552,0.8084469571000998,0.6618537494177923,0.8991596638655461,0.7665637952427065,0.0837534900981956,1,0.7744360902255638,0.811704834605598,0.8183671804909878,0.8089861572964194,0.7331201461854728,0.7893228817608083,0.0319735251576317,raw_enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
11,29.718736362457275,8.676946831063164,0.0285389900207519,0.0012181752021191,128,10,0.0003,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7869318181818181,0.7102055033089516,0.6952380952380952,0.7630634224172318,0.8148148148148149,0.7540507307921823,0.0452459909809405,1,0.7525080906148868,0.7596713727366994,0.773019801980198,0.7284511887940037,0.6083997873471558,0.7244100482945888,0.0597837446111368,enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
10,54.32727222442627,17.464029191260373,0.0325469493865966,0.0009496761364074,128,10,0.0003,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7333333333333334,0.6081632653061224,0.7083333333333333,0.6140350877192983,0.7546526867627785,0.6837035412909731,0.0610959096443178,1,0.6986922047163011,0.7118788256043158,0.7675806451612903,0.6252274392117017,0.766685336619245,0.7140128902625709,0.0524709918449529,enmo_ai,6400,3,RNN,b296446b5e,,,,,,,,,,,
8,20.42837357521057,5.981138539254652,0.0391932487487792,0.001533191196491,128,10,0.001,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6865203761755485,0.7916666666666667,0.5540887422075541,0.7426900584795322,0.6296296296296295,0.6809190946317862,0.0834608873155509,1,0.8274594594594595,0.7946369636963697,0.7674949290060853,0.7655827372723447,0.6114587679043249,0.7533265714677169,0.074403848329973,raw,6400,3,RNN,b296446b5e,,,,,,,,,,,
7,137.06137962341307,15.55673860814301,0.0527484893798828,0.0121913154384201,128,10,0.0003,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.671578947368421,0.6081632653061224,0.5259259259259259,0.7642857142857142,0.7304812834224599,0.6600870272617287,0.0856038084117076,1,0.6448276642451399,0.7197261446298673,0.6834866648081033,0.7183333333333333,0.6662465474243116,0.6865240708881511,0.0292342299317695,enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
2,38.527027416229245,20.334663729433867,0.0309441089630126,0.0014276706382608,128,10,0.001,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7869318181818181,0.6342857142857142,0.4746499275712216,0.5205811138014528,0.7999494821924729,0.643279611206536,0.1332315178130559,1,0.7564449508617006,0.782907196969697,0.6962836685987044,0.5288708586883029,0.6180451127819548,0.6765103575800719,0.0930767607366705,enmo_ai,6400,3,LSTM,b296446b5e,,,,,,,,,,,
6,50.72672562599182,27.94176708248085,0.0389664649963378,0.0020700090149934,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6888888888888889,0.6081632653061224,0.6138763197586727,0.5307045895281189,0.7635766607729224,0.6410419448509451,0.0791168722773473,1,0.6986922047163011,0.6936324014032104,0.7348577826583124,0.5288708586883029,0.7055925818603304,0.6723291658652915,0.0731374135742283,enmo_ai,6400,3,GRU,b296446b5e,,,,,,,,,,,
3,187.61153788566588,60.6493068809108,0.1004651069641113,0.0039423141119765,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6739130434782609,0.6081632653061224,0.5157988429016467,0.710410849621061,0.6919786096256684,0.640052922186552,0.0710620140689591,1,0.6767789105138503,0.7047730413521845,0.7046092627390295,0.6404805116238873,0.6344948093329221,0.6722273071123748,0.030199779381325,enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
21,10.252855587005616,5.642208528770603,0.1514645099639892,0.0027736629183538,128,10,0.001,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.95, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.6266666666666667,0.611336032388664,0.6883116883116883,0.6285178236397748,0.5673580151192091,0.6244380452252005,0.0388104269593908,1,0.6956333498268183,0.6461602943231035,0.6286746216796965,0.6336682185738789,0.6609728487674658,0.6530218666341926,0.0240557262266433,raw_enmo_ai_jerk,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.95,700.0,0.9
20,15.42517499923706,12.990252193965658,0.1577775478363037,0.0016722331534287,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 400, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.5542857142857143,0.6251591545709193,0.681063122923588,0.6304591265397537,0.60625,0.619443423663995,0.0409160021162679,1,0.6788176135234689,0.6447042319382745,0.6441975308641976,0.6416319529527077,0.662044817927171,0.654279229441164,0.0142527996117066,raw,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,400.0,0.9
4,20.377806758880617,9.340395867547484,0.0404384613037109,0.003556527507213,128,10,0.001,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.4504181600955794,0.782312925170068,0.5608919382504288,0.6003726129483,0.5764705882352942,0.5940932449399342,0.1072580936701478,1,0.5074999329165213,0.7397157512722259,0.4767387218045112,0.7680366383155892,0.5895676824946846,0.6163117453607064,0.1185621154903786,raw,6400,3,GRU,b296446b5e,,,,,,,,,,,
22,7.950405597686768,1.1648777460979003,0.15628662109375,0.010539696310113,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.5977849023608277,0.64562569213732,0.6496686833765486,0.4057623049219688,0.5789473684210527,0.5755577902435436,0.0891492859709515,1,0.6172161172161172,0.5728260869565217,0.5927439385926959,0.6526445601534667,0.5597769197769198,0.5990415245391443,0.0330823795685231,enmo_ai,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,700.0,0.9
23,11.987912654876707,10.119085724578818,0.1486159801483154,0.0039197728474582,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 400, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.55,0.5272229822161423,0.5927889713679746,0.5034722222222222,0.650853889943074,0.5648676131498827,0.0521167923563426,1,0.6801346801346801,0.5520516717325228,0.5778645349197497,0.5848413881200767,0.5583930006917052,0.5906570551197469,0.0463358625011806,enmo_ai_jerk,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,400.0,0.9
