,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__channels,param_module__kernel_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.1859048366546631,0.03620797628467758,0.008478450775146484,0.0019910500551667573,0.001,16,5,"{'lr': 0.001, 'module__channels': 16, 'module__kernel_size': 5}",1.0,1.0,1.0,0.0,0.0,0.6,0.48989794855663565,1,1.0,1.0,1.0,0.0,0.0,0.6,0.48989794855663565
