,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
15,3.958812713623047,0.7285502253989172,0.0268774032592773,0.0038360210772311,64,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9626068376068376,0.8020833333333333,0.7869415807560137,0.8276533592989289,0.9617794486215538,0.8682129119233334,0.07783076222026,1,0.8645669291338582,0.9438218186976876,0.919415486055422,0.9492835595776772,0.8961251167133519,0.9146425820355992,0.0313836687642844,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,16.0,,,,,,,
14,4.063398838043213,0.401019975597758,0.0248651504516601,0.0040770588020148,64,10,0.0001,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.8834628190899001,0.9208333333333334,0.7869415807560137,0.8001355013550135,0.90302066772655,0.858878780452162,0.0548032505054242,1,0.8485517073861911,0.9093670076726345,0.934473536036036,0.9170904607797812,0.8972444581280787,0.9013454340005442,0.0290300472954048,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
13,13.081835794448851,4.691992696399765,0.0481628894805908,0.0060618640814771,128,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.7904761904761906,0.8986936816848841,0.7933333333333333,0.7040133779264214,0.7927092987333951,0.795845176430845,0.0617346958272385,1,0.934156540175504,0.9448676385767418,0.8961601249201505,0.5108044501497646,0.9272875816993464,0.8426552671043014,0.1667154552239673,raw_enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,128.0,4.0,16.0,,,,,,,
12,4.120475196838379,1.883698416424481,0.0311804294586181,0.0042418429667056,128,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.6478248002367565,0.8986936816848841,0.7064141196728368,0.719047619047619,0.7927092987333951,0.7529379038750984,0.0862418565113034,1,0.8045454545454545,0.8813826412623048,0.9143041237113404,0.6519551466359977,0.9383466748768472,0.8381068082063889,0.1034462807953264,raw,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,16.0,,,,,,,
9,27.55512409210205,5.361295071224631,0.0719530582427978,0.0158410753663644,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7612175282078195,0.8508550602747407,0.5975563192058038,0.6547332185886403,0.80538816022687,0.7339500573007749,0.0942255342959144,1,0.8067737372056254,0.8115026595744681,0.8504289782518002,0.8605661881977671,0.8060599771713188,0.827066308080196,0.023508882794388,raw_enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
5,62.95171599388122,23.429824096513112,0.0743847846984863,0.0063942955719687,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.79,0.8986936816848841,0.5848214285714286,0.6053511705685619,0.7299965951651345,0.7217725751980019,0.1169044515305553,1,0.8218642117376295,0.7392712550607288,0.8230715300124041,0.7532756813417191,0.7720895620390028,0.7819144480382969,0.0347132201513433,raw_enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
17,27.48542423248291,10.038413253477842,0.0487087726593017,0.0070134113400995,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",0.5860869565217391,0.868663594470046,0.5996556177356867,0.8106951871657755,0.6800699300699301,0.7090342571926355,0.1129027260609884,1,0.8176209755157123,0.7959514170040486,0.8814616755793226,0.7756463719766472,0.8596893195720261,0.8260739519295515,0.0392926293682155,raw_enmo_ai_jerk,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,5.0,,,,,
1,85.59975581169128,33.48481191505914,0.0917995929718017,0.0112778618645852,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7523809523809524,0.8508550602747407,0.6042553191489362,0.6193548387096774,0.6432748538011696,0.6940242048630952,0.0940328569249417,1,0.8513824884792627,0.7712717678100264,0.8504289782518002,0.7543378995433789,0.707044107965767,0.786893048410047,0.0563478795993013,raw_enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
4,76.78971381187439,32.15656310505677,0.0512177944183349,0.0036140489916692,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.6510102335345054,0.8035252643948296,0.7416666666666667,0.553030303030303,0.6702702702702703,0.6839005475793151,0.0849017968165715,1,0.7678836698399414,0.7319330964398072,0.7667319712659764,0.5654971534489607,0.825315578817734,0.731472293962484,0.0882310091256655,raw,6400,3,GRU,b296446b5e,,,,,,,,,,,
20,29.94090175628662,22.025498264005385,0.1551490306854248,0.0065338276396101,128,10,0.001,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 700, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.5955555555555556,0.8216343076594836,0.5303030303030303,0.6609195402298851,0.6800699300699301,0.6576964727635769,0.0974445034257878,1,0.7244851258581235,0.5463141675452112,0.7218880218198348,0.6130973347422801,0.7032042917210382,0.6617977883372974,0.0706586694178631,raw,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,700.0,0.9
