,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__hidden_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,8.481144285202026,0.1783836989821562,0.28761897087097166,0.007076056864260697,0.001,16,"{'lr': 0.001, 'module__hidden_size': 16}",0.0,0.0,1.0,0.0,1.0,0.4,0.48989794855663565,1,0.0,0.0,1.0,0.0,1.0,0.4,0.48989794855663565
