,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__channels,param_module__kernel_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.19866361618041992,0.024819618609393728,0.011336135864257812,0.0068659304501199996,0.001,16,5,"{'lr': 0.001, 'module__channels': 16, 'module__kernel_size': 5}",1.0,1.0,1.0,0.0,1.0,0.8,0.4,1,1.0,1.0,1.0,0.0,1.0,0.8,0.4
