,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__downsample,param_module__reservoir_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.17968320846557617,0.020053668252049725,0.04506397247314453,0.006059526651144916,0.001,16,200,"{'lr': 0.001, 'module__downsample': 16, 'module__reservoir_size': 200}",1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565
