,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
777,5.528767395019531,0.3216732662896406,0.0219998359680175,0.0015216604572079,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8828963795255931,0.8774038461538461,0.9101242400211472,0.9405267629566696,0.8114285714285714,0.8844759600171654,0.0428671380569403,1,0.890185676392573,0.8992673992673992,0.8833432042929701,0.900116144018583,0.9151119402985076,0.8976048728540065,0.010714546688701,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,32.0,,,,,,,
1250,4.545296096801758,0.9435365509921174,0.0251491546630859,0.002825583066877,128,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.900691699604743,0.853763440860215,0.9071799071799072,0.9189814814814814,0.8114285714285714,0.8784090201109838,0.0401601579979911,1,0.8796058822444046,0.8800652899013555,0.8837469260004471,0.9140318400592372,0.8980374847209018,0.8910974845852693,0.0132811537021612,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
781,5.90502438545227,0.5520727095215132,0.0224180698394775,0.0017746456044098,64,10,3e-05,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8853020298361458,0.8774038461538461,0.9127086007702182,0.9611542730299668,0.7522522522522522,0.8777642004084859,0.0692606860868405,2,0.890185676392573,0.8985167837626854,0.8934346821670764,0.8949278045168456,0.916576123862556,0.8987282141403472,0.00931699661358,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,32.0,,,,,,,
1242,10.092866230010989,1.2726086870579807,0.0261742115020751,0.0021838114778863,128,10,3e-05,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.8828963795255931,0.8599588114151221,0.9071799071799072,0.9008779382611158,0.8348348348348349,0.8771495742433146,0.0267729020616705,2,0.8620923913043479,0.8717948717948718,0.8816298656954246,0.9060109289617486,0.900518836002707,0.8844093787518201,0.0166795742854451,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,384.0,4.0,16.0,,,,,,,
784,7.458238077163696,0.5857492489909097,0.0236464023590087,0.0026814127838011,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.8646464646464647,0.8774038461538461,0.89375,0.9378514353358982,0.8114285714285714,0.877016063512956,0.0410751593170416,3,0.8719429347826086,0.8759169244365885,0.8814539220513943,0.8931561605358397,0.9099932325738778,0.8864926348760618,0.0137521541397091,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,16.0,,,,,,,
789,4.886466789245605,0.3555138974622372,0.0218136310577392,0.0008689110997539,64,10,3e-05,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8612836438923395,0.8774038461538461,0.9101242400211472,0.9189814814814814,0.81673454276194,0.8769055508621507,0.0367115996336077,4,0.8591053777852237,0.91202293814892,0.8909376082872827,0.8949278045168456,0.9065068493150684,0.892700115610668,0.0184427373560273,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
1190,2.199813222885132,0.1242599343177413,0.0277978420257568,0.0032955438832416,64,10,0.0002,500,,0.25,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.900691699604743,0.853763440860215,0.9101242400211472,0.9405267629566696,0.7760088855979267,0.8762230058081404,0.057324141141148,3,0.8561507936507936,0.8657192213851935,0.8488811392037199,0.8722862598118946,0.8900446545836617,0.8666164137270526,0.01418381996754,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
859,2.04888710975647,0.3390966493457105,0.022720718383789,0.0024996286741945,64,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8853020298361458,0.8955453149001535,0.8966565349544073,0.8834628190899001,0.81673454276194,0.8755402483085094,0.0298739711530191,5,0.8892374116648523,0.8875675675675676,0.8749799647379388,0.8838653918867823,0.9123121397055094,0.8895924951125302,0.0123833309053354,enmo_ai,6400,3,Transformer,b24ce2b4c8,128.0,384.0,4.0,32.0,,,,,,,
931,5.222689819335938,0.4402710956656191,0.0207406997680664,0.0016117495850674,128,10,3e-05,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8828963795255931,0.8955453149001535,0.8741739360296061,0.9047619047619048,0.81673454276194,0.8748224155958395,0.0308727127306809,6,0.8688222482827944,0.8875675675675676,0.8978274294054904,0.8796728133744709,0.9123121397055094,0.8892404396671665,0.0149484463993586,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
1092,6.535372018814087,0.8731662906350243,0.0272483348846435,0.003930595864222,64,10,3e-05,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.8853020298361458,0.8774038461538461,0.87005187005187,0.9405267629566696,0.7989766081871346,0.8744522234371331,0.0451845255713892,4,0.8657407407407407,0.8594594594594596,0.8719702358155058,0.8829719677038919,0.9073068042917288,0.8774898416022655,0.0168089682606049,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
