,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
14,5.528767395019531,0.3216732662896406,0.0219998359680175,0.0015216604572079,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",0.8828963795255931,0.8774038461538461,0.9101242400211472,0.9405267629566696,0.8114285714285714,0.8844759600171654,0.0428671380569403,1,0.890185676392573,0.8992673992673992,0.8833432042929701,0.900116144018583,0.9151119402985076,0.8976048728540065,0.010714546688701,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,32.0,,,,,,,
15,4.545296096801758,0.9435365509921174,0.0251491546630859,0.002825583066877,128,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.900691699604743,0.853763440860215,0.9071799071799072,0.9189814814814814,0.8114285714285714,0.8784090201109838,0.0401601579979911,1,0.8796058822444046,0.8800652899013555,0.8837469260004471,0.9140318400592372,0.8980374847209018,0.8910974845852693,0.0132811537021612,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
13,5.763588571548462,0.6967009863362694,0.0476141929626464,0.0007564769657125,64,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.7292929292929293,0.9780857234933936,0.8777920410783056,0.8135543060076946,0.708044099632503,0.8213538199009653,0.0991214357414195,1,0.9570291777188328,0.8935014514434293,0.8994663985770629,0.933680963572268,0.923152709359606,0.9213661401342398,0.023163499354691,raw_enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,16.0,,,,,,,
9,75.57102241516114,4.856798973971259,0.0713862895965576,0.030439795738161,128,10,0.0003,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7292929292929293,0.8650793650793651,0.7548076923076923,0.7165991902834008,0.7695238095238095,0.7670605972974395,0.0524149411465516,1,0.8624197106655473,0.8071600426925234,0.8273976882224305,0.8321405335068315,0.8417620634690625,0.834176007711279,0.0180842812118903,raw_enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
12,3.5406439304351807,0.84931806834607,0.0344357967376709,0.0057897687496211,64,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.715605493133583,0.930682976554536,0.7586677586677587,0.6026831785345717,0.7529603919967334,0.7521199597774366,0.1054447616713841,1,0.9264609200368166,0.9156756756756756,0.8238201530612245,0.7881136950904393,0.8739343563512362,0.8656009600430783,0.0529731430671224,raw,6400,3,Transformer,b24ce2b4c8,128.0,128.0,4.0,16.0,,,,,,,
5,57.05598530769348,9.63661496985315,0.0725922584533691,0.005573956908899,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.750531914893617,0.803921568627451,0.6862745098039216,0.701737135365454,0.8166666666666667,0.7518263590714221,0.0523943264243707,1,0.8508457787259982,0.8130986380680383,0.8280940073330528,0.8311886586695747,0.8409599158100465,0.8328373997213421,0.0126894744729449,raw_enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
1,78.04576077461243,31.974619624977773,0.0874316215515136,0.0028506629785737,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8067138735903487,0.7799352750809061,0.7139423076923077,0.7165991902834008,0.680946006247211,0.739627330578835,0.0463871708873878,1,0.8136897208121827,0.7949013949013949,0.8506433823529411,0.8065814393939394,0.7913163124904449,0.8114264499901805,0.0211851805863553,raw_enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
11,23.29173121452332,11.821769838446825,0.0335267066955566,0.0008979144195171,128,10,0.001,500,True,0.1,64.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.7572463768115942,0.7433962264150944,0.6598999705795823,0.6693657219973009,0.6333333333333333,0.692648325827381,0.0487464057180278,1,0.728773152393178,0.7632597313908491,0.7743589743589743,0.7278268344143158,0.6173322950272555,0.7223101975169145,0.0556390197159615,enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
10,45.43970589637756,27.36801706255448,0.0378873825073242,0.0023941168061443,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8266045548654244,0.7006289308176101,0.6030721966205836,0.6693657219973009,0.6333333333333333,0.6866009475268504,0.0773425346519034,1,0.6645522388059701,0.7348725348725349,0.7670250896057347,0.7882945632883613,0.5985709847778813,0.7106630822700964,0.0699718064887264,enmo_ai,6400,3,RNN,b296446b5e,,,,,,,,,,,
8,70.13093128204346,29.80224849587676,0.0496241569519042,0.0036927894134635,128,10,0.0003,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.4344954128440367,0.8289308176100629,0.6730769230769231,0.5977011494252873,0.8297213622291022,0.6727851330370825,0.1492850530561573,1,0.6332552693208431,0.7743589743589743,0.7760012822824628,0.5858747993579454,0.7582311613169859,0.7055442973274422,0.0800275508251614,raw,6400,3,RNN,b296446b5e,,,,,,,,,,,
