mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,param_prep__block_seconds,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
172.4860535144806,88.18960336917608,2.7851988315582275,0.06830468478216,128,25,0.05,500,0.1,256,2,attention,0.0,240,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 256, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 240}",0.7537234831479733,0.5747773099981879,0.6444194077608136,0.4640804556841842,0.2949131064798355,0.5463827526141989,0.1571103218674995,1,0.689521821541529,0.6321235182899909,0.5933024242638931,0.8500788780519767,0.6281603583090714,0.6786374000912921,0.09110892606372059
179.43709774017333,67.97523163081337,2.791887044906616,0.06902959972883789,128,25,0.1,500,0.1,256,2,mean,0.0,240,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.1, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 256, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 240}",0.6175131370916939,0.5935064368920702,0.3592892599589049,0.6581508042705244,0.30855653790908044,0.5074032352244547,0.14404203560219678,2,0.6179323589826187,0.7104346054722608,0.4474899284089068,0.7414557091671796,0.6539137320599777,0.6342452668181887,0.10279047639212094
188.59355359077455,93.55287296339557,2.8156270503997805,0.10874798652302792,128,25,0.05,500,0.1,256,2,mean,0.0,240,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 256, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 240}",0.6156874053973675,0.4606212701455058,0.43103327785237777,0.6560628009614466,0.36556636904948603,0.5057942246812368,0.11131109798443574,3,0.6137690642975047,0.4813271491011033,0.4981831707351434,0.7512562548162339,0.64844204777158,0.5985955373443131,0.09985461775023825
24.05702700614929,14.230540861475081,0.23165736198425294,0.006621573926326446,128,25,0.05,500,0.1,256,2,mean,0.0,3600,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 256, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 3600}",0.6065767811631987,0.5250648439067391,0.3106298588019305,0.6866040139844432,0.37200581847323255,0.5001762632659088,0.1407489397876042,4,0.7056739043713034,0.6965384223698743,0.8208589648094523,0.749577678070339,0.4855442204090942,0.6916386380060126,0.11202743483284207
261.7269280433655,139.88467178719284,2.7942768573760985,0.060397307337644326,128,25,0.1,500,0.1,256,2,attention,0.0,240,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.1, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 256, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 240}",0.41983561865648267,0.6858080402282324,0.573893871834408,0.4167771451061697,0.34549301667293264,0.48836153849964503,0.12371939434652854,5,0.9344043320665554,0.6374240643191311,0.8440621431901982,0.8435809108719439,0.6748072965558589,0.7868557494007374,0.1123793432729346
0.7392739295959473,0.5105893820685313,0.012634515762329102,0.00039340264851177694,128,25,0.05,500,0.1,512,2,mean,0.0,518400,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 512, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 518400}",0.4251823959555978,0.6694145986750043,0.19528037516397123,0.4656718933603896,0.6283363300355522,0.476777118638103,0.1685853797326914,6,0.8982650103671764,0.7518146687175185,0.5553560880096176,0.5284709984688203,0.7123451988206961,0.6892503928767658,0.13558205452033156
0.7235154151916504,0.498294404714179,0.012816572189331054,0.000411814790387101,128,25,0.05,500,0.1,512,2,attention,0.0,518400,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 512, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 518400}",0.4250124214578339,0.6694145986750043,0.19528037516397123,0.4656718933603896,0.6283363300355522,0.47674312373855027,0.16859579709191636,7,0.8987036885980872,0.7518146687175185,0.5553560880096176,0.5284709984688203,0.7123451988206961,0.6893381285229478,0.13571735468680002
0.5754432678222656,0.2946494816226056,0.01253213882446289,0.00041294264737996937,128,25,0.1,500,0.1,512,2,mean,0.0,518400,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.1, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 512, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 518400}",0.4294680509029175,0.6607790917510468,0.17154201891689635,0.43478577711472377,0.6575456745461798,0.4708241226463528,0.18084617378472756,8,0.8972986493104557,0.7597985329962995,0.5162258867431612,0.6441258272253381,0.738345539150201,0.7111588870850911,0.12668484204723188
0.6776776313781738,0.3509857388326395,0.012742328643798827,0.000422674960773228,128,25,0.1,500,0.1,512,2,attention,0.0,518400,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.1, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 512, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 518400}",0.42929413335124633,0.6607790917510468,0.17154201891689635,0.43478577711472377,0.6575456745461798,0.47078933913601856,0.18085414131516034,9,0.8968738340813884,0.7597985329962995,0.5162258867431612,0.6441258272253381,0.738345539150201,0.7110739240392776,0.126560057194667
149.27295694351196,60.956230251239134,2.7585110664367676,0.061176965292439614,128,25,0.05,500,0.1,512,2,mean,0.0,240,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 25, 'model__lr': 0.05, 'model__max_epochs': 500, 'model__module__dropout': 0.1, 'model__module__hidden_size': 512, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0, 'prep__block_seconds': 240}",0.5321745929944226,0.5835634580431199,0.3606925986400069,0.5821887846391672,0.20736585751220205,0.4531970583657837,0.14755457903440897,10,0.5932403890752405,0.5202097882449315,0.5294091205661686,0.7068635545111169,0.5832639362005376,0.586597357719599,0.06662882785218828
