,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
14,6.055151176452637,0.854387068546477,0.0215151309967041,0.0033642498938968,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 32, 'model__optimizer__weight_decay': 0.0001}",1.0,0.8901098901098901,0.9186535764375876,0.8081575246132209,0.6926229508196722,0.8619087883960741,0.1045287988950292,1,0.8726338361431529,0.9180831022585356,0.8748691189344135,0.9074102722772276,0.9235995772308622,0.8993191813688386,0.0215267336366691,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,384.0,4.0,32.0,,,,,,,
15,4.351128196716308,0.6498170308727143,0.0257705688476562,0.0029412196777934,128,10,0.0001,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",1.0,0.8853801169590643,0.9186535764375876,0.7839721254355401,0.6950393060449986,0.8566090249754381,0.1064135020273222,1,0.8543956043956045,0.8879165890895551,0.8696911196911197,0.9111154791154792,0.91404952438472,0.8874336633352957,0.0231334254653345,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
13,18.16923050880432,7.190694645886512,0.052187156677246,0.0048367817120624,64,10,3e-05,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9597186700767264,0.755,0.9186535764375876,0.7942684766214179,0.6309246309246309,0.8117130708120726,0.1179381833177678,1,0.8646471790036147,1.0,0.920548372020564,0.9272030651340996,0.9256071981651736,0.9276011628646904,0.0430317834588404,raw_enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
17,32.9133358001709,13.612538606713972,0.052156925201416,0.0057992730617083,48,10,0.001,500,,0.1,,,,0.0001,"{'model__batch_size': 48, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__channels': 256, 'model__module__dropout': 0.1, 'model__module__kernel_size': 5, 'model__optimizer__weight_decay': 0.0001}",1.0,0.6978928662096979,0.8310445276737412,0.6209239130434783,0.6612466124661247,0.7622215838786084,0.138256524849959,1,0.7205230963931659,0.8507807981492193,0.8304598216688495,0.8346319628647215,0.8012979497354498,0.8075387257622811,0.0463464432259578,raw_enmo_ai_jerk,6400,3,CNN1D,5ee8b4f0c9,,,,,256.0,5.0,,,,,
9,37.279620265960695,10.80050382575705,0.0573841094970703,0.004051095763733,128,10,0.001,500,True,0.1,64.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8880199075719872,0.8238389384580187,0.7521367521367521,0.6868686868686869,0.648711943793911,0.7599152457658712,0.087475164433323,1,0.787714190812997,0.8311076197957581,0.8089036732960577,0.8170711974110032,0.8248372994678852,0.8139267961567402,0.0150760703424048,raw_enmo_ai_jerk,6400,3,RNN,b296446b5e,,,,,,,,,,,
12,3.304700565338135,1.499664226436432,0.030875825881958,0.0034295445549243,128,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9581117021276596,0.5918367346938775,0.8512820512820514,0.7361702127659575,0.5738636363636364,0.7422528674466364,0.1479860427625861,1,0.8474211103062722,0.8949938949938949,0.8470622564753943,0.5617559523809524,0.7603055897115443,0.7823077607736117,0.1185396588177838,raw,6400,3,Transformer,b24ce2b4c8,128.0,128.0,4.0,16.0,,,,,,,
5,84.90848379135132,28.77590465055657,0.0693191051483154,0.0044214528616381,128,10,0.001,500,True,0.1,128.0,2.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.8880199075719872,0.6354166666666667,0.7017297802711547,0.6209239130434783,0.6271306818181819,0.6946441898742938,0.1009406026113722,1,0.7792770281525904,0.7991324657991324,0.8150551589876703,0.7795092838196287,0.8123731459797033,0.797069416547745,0.0154069762386307,raw_enmo_ai_jerk,6400,3,GRU,b296446b5e,,,,,,,,,,,
1,97.06279826164246,57.46980548019784,0.0755477905273437,0.0063441448170006,128,10,0.001,500,True,0.1,128.0,1.0,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.9081632653061223,0.6888888888888889,0.7195357833655706,0.5664335664335665,0.5812655086848635,0.6928574025358023,0.122898199136993,1,0.8498466227701686,0.8874050798638387,0.7518564811410926,0.7889189574134738,0.8155080213903743,0.8187070325157896,0.0470226649611187,raw_enmo_ai_jerk,6400,3,LSTM,b296446b5e,,,,,,,,,,,
21,37.707220029830935,27.01904722545951,0.1624592781066894,0.0027561562471251,128,10,0.001,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 400, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.9162234042553192,0.5957219251336898,0.6375,0.5221897422269466,0.5290423861852434,0.6401354915602397,0.1445385236416005,1,0.5726827520305782,0.7122660123878318,0.7405931549353452,0.7091065747613998,0.6752139565503621,0.6819724901331033,0.058447006786965,raw_enmo_ai_jerk,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,400.0,0.9
20,8.056269931793214,2.6394744039601656,0.1477889537811279,0.0026964382747838,128,10,0.0008,500,,,,,,0.0,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0008, 'model__max_epochs': 500, 'model__module__downsample': 8, 'model__module__input_scaling': 0.5, 'model__module__leak_rate': 0.85, 'model__module__reservoir_size': 400, 'model__module__spectral_radius': 0.9, 'model__optimizer__weight_decay': 0.0}",0.8973607038123168,0.5138888888888888,0.5894465894465895,0.5958279009126467,0.58,0.6353048166120884,0.1342647698643126,1,0.6017094536124732,0.6785592932381923,0.6559314179796107,0.6610216333236094,0.6598124098124099,0.651406841593259,0.0260409507930257,raw,6400,3,Reservoir,01e72b9ef6,,,,,,,8.0,0.5,0.85,400.0,0.9
