,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,20.256796312332153,19.85474208242567,0.029877281188964842,0.0027793583683751815,128,10,0.001,500,True,0.1,64,1,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.6666666666666667,0.5248538011695907,0.41964285714285715,0.423728813559322,0.4968866845884213,0.09291681421030183,3,0.42483660130718953,0.7127947069238654,0.6496482412060302,0.43201754385964913,0.4311111111111111,0.530081640881569,0.12503478528674195
1,55.753405046463016,0.744023469223401,0.031498146057128903,0.002577729646254305,128,10,0.001,500,True,0.1,64,1,mean,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.45217391304347826,0.4318181818181818,0.41964285714285715,0.423728813559322,0.43538100999350177,0.013256484041517089,11,0.4385921656855795,0.4357894736842105,0.43951934065172976,0.44584819154355576,0.4479442853607664,0.4415386913851684,0.004591660289075027
2,45.81656317710876,26.624421199687124,0.03892593383789063,0.002346815848959298,128,10,0.001,500,True,0.1,64,2,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.5047619047619047,0.5018315018315018,0.4797493846498098,0.46818181818181814,0.5310344827586206,0.497111818436731,0.021771290308934703,2,0.5558878504672897,0.5567958656330749,0.6966260543580132,0.5444479686283556,0.5353374929098128,0.5778190463993093,0.05992723561639384
3,95.8590166091919,1.1822474140306078,0.040007591247558594,0.0027003752513978956,128,10,0.001,500,True,0.1,64,2,mean,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.3978494623655914,0.4444444444444444,0.41964285714285715,0.423728813559322,0.4270413723831769,0.018584895169449524,14,0.4400499064254523,0.4357894736842105,0.43951934065172976,0.4307692307692308,0.4311111111111111,0.4354478125283469,0.0039640748807681985
4,33.91010541915894,23.906828538808533,0.038131093978881835,0.003745576591968624,128,10,0.001,500,True,0.1,128,1,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.5018315018315018,0.4485294117647059,0.41964285714285715,0.47998200629779575,0.45990541228810605,0.028350550234407475,8,0.42483660130718953,0.5798902698466017,0.4236111111111111,0.43201754385964913,0.5364558184451955,0.4793622689139495,0.06586093741267177
5,93.26851706504821,1.117547603724967,0.03908934593200684,0.003778559643900938,128,10,0.001,500,True,0.1,128,1,mean,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 1, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.45217391304347826,0.5384615384615384,0.41964285714285715,0.423728813559322,0.4567096813221731,0.04293486310010878,9,0.4385921656855795,0.4357894736842105,0.5129107981220657,0.44584819154355576,0.4479442853607664,0.45621698287923557,0.02869862490714754
6,52.79087963104248,62.88773192507299,0.05586113929748535,0.004505077340857268,128,10,0.001,500,True,0.1,128,2,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.5370370370370371,0.49090909090909096,0.5347394540942928,0.41964285714285715,0.423728813559322,0.48121145054852,0.05132393739402675,5,0.5114551567753538,0.54598903836572,0.5673265916536105,0.43201754385964913,0.4311111111111111,0.49757988835308886,0.056775154537079785
7,170.79071111679076,1.9750198164988717,0.052554893493652347,0.0021273208739074497,128,10,0.001,500,True,0.1,128,2,mean,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.001, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 128, 'model__module__num_layers': 2, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.45217391304347826,0.44029850746268656,0.41964285714285715,0.423728813559322,0.43707707512240274,0.01323462653693108,10,0.4400499064254523,0.4357894736842105,0.43951934065172976,0.44734306167400884,0.4479442853607664,0.44212921355923357,0.004739757982298288
8,34.339742279052736,15.833825508681194,0.028777694702148436,0.0021718848658880095,128,10,0.0003,500,True,0.1,64,1,attention,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'attention', 'model__optimizer__weight_decay': 0.0001}",0.5956873315363882,0.3978494623655914,0.5248538011695907,0.41964285714285715,0.423728813559322,0.4723524531547499,0.07571147765637834,6,0.5909090909090909,0.4357894736842105,0.6315816326530612,0.42951541850220265,0.4311111111111111,0.5037813453719353,0.08870562882756565
9,55.65516214370727,1.0438362640907435,0.02915081977844238,0.0013625191851129566,128,10,0.0003,500,True,0.1,64,1,mean,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0003, 'model__max_epochs': 500, 'model__module__bidirectional': True, 'model__module__dropout': 0.1, 'model__module__hidden_size': 64, 'model__module__num_layers': 1, 'model__module__readout_mode': 'mean', 'model__optimizer__weight_decay': 0.0001}",0.44954128440366975,0.3978494623655914,0.4444444444444444,0.41964285714285715,0.423728813559322,0.4270413723831769,0.018584895169449524,14,0.42483660130718953,0.4357894736842105,0.4236111111111111,0.43201754385964913,0.4311111111111111,0.4294731682146543,0.00458069613295273
