,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr,param_module__d_model,param_module__nhead,param_module__num_layers,param_module__patch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5683885097503663,0.011076317452429095,0.007715702056884766,0.002766357509542116,0.001,32,4,2,32,"{'lr': 0.001, 'module__d_model': 32, 'module__nhead': 4, 'module__num_layers': 2, 'module__patch_size': 32}",0.0,1.0,0.0,0.0,1.0,0.4,0.48989794855663565,1,0.0,1.0,0.0,0.0,1.0,0.4,0.48989794855663565
